user_id,screen_name,created_at,timestamp,text_tweet,amount_tweeted,language,location,primary_geo,borough
95073256.0,Cereidee,Thu Apr 19 17:00:24 +0000 2018,1524157224542.0,Since when was #Riverdale high school musical ??,1.0,en,"London, England","Croydon, London, United Kingdom",Croydon
218235363.0,KimberleyLHall,Thu Apr 19 17:00:27 +0000 2018,1524157227007.0,@c2c turn the aircon on in carriage 74068 please,3.0,en,Essex,"Poplar, London, United Kingdom",Tower Hamlets
2182882855.0,SpecialistElec,Thu Apr 19 17:00:28 +0000 2018,1524157228694.0,@CeriCrannis @ECALive @officialNICEIC Unfortunately not ??,2.0,en,,"Merton, London, United Kingdom",Merton
351577488.0,BrettyPetrelli,Thu Apr 19 17:00:31 +0000 2018,1524157231091.0,"Ive had a headache since around 2pm, but now Im knocking this back in the sunshine &amp; Im feeling proper Michael J https://t.co/tKUQjsOcr6",3.0,en,Hamlet Brewery,"51.4987, -0.0989759",Southwark
22464893.0,drdavidbull,Thu Apr 19 17:00:32 +0000 2018,1524157232152.0,Excellent choice of day to move ! Hottest day of the year. Not sweating at all #lies,6.0,en,"London, England","Poplar, London, United Kingdom",Tower Hamlets
16970321.0,marcooth,Thu Apr 19 17:00:33 +0000 2018,1524157233226.0,Hello from the pub.,6.0,en,"London, England","Islington, London, United Kingdom",Islington
477802642.0,miitmii,Thu Apr 19 17:00:37 +0000 2018,1524157237768.0,"Another candidate. Young, vibrant and accountable to us. Don't tell me there's no one else to vote for. If they mes https://t.co/elSGSdBfIv",1.0,en,London,"Greenwich, London, United Kingdom",Greenwich
14821932.0,SimonClare,Thu Apr 19 17:00:40 +0000 2018,1524157240401.0,@LewisHamilton @MonsterEnergy The concept that a *vegan* would put that stuff in their body is pretty funny by as f https://t.co/O8aNkjyiwF,4.0,en,Surrey/The City,"City of London, London, United Kingdom",City of London
223593517.0,S_F_Richardson,Thu Apr 19 17:00:45 +0000 2018,1524157245546.0,@LondonMarathon Hows about starting everyone an hour earlier? @chimarathon start runners from 7 30am. Might save a https://t.co/yNh9sVYyVT,1.0,en,London,"Camden Town, London, United Kingdom",Camden
3903678492.0,RachelDicknson1,Thu Apr 19 17:00:46 +0000 2018,1524157246158.0,@Ian_C_Thomas I agree,2.0,en,"Barnsley, England","Camden Town, London, United Kingdom",Camden
101550724.0,1Pardzz,Thu Apr 19 17:00:47 +0000 2018,1524157247282.0,My Princess ??? @ Terrace Gardens https://t.co/PznAtG2tuo,1.0,en,A Recording Studio,"51.4538034, -0.30083152",Richmond upon Thames
20592893.0,FoundryFit,Thu Apr 19 17:00:47 +0000 2018,1524157247922.0,"#ThrowbackThursday

This week 3 years ago Ben and Dave ran 3 #CityStrongman bootcamps

Today The https://t.co/hqCaJgNTEv",1.0,en,"London, England","51.467152, -0.241916",Richmond upon Thames
19720747.0,ajarrodkimber,Thu Apr 19 17:00:48 +0000 2018,1524157248471.0,"To be fair, two person cricket was pretty much how cricket started. So it would be one for the 16th century cricket https://t.co/eqPtNL9bKF",5.0,en,"London now, Melbourne earlier","Lewisham, London, United Kingdom",Lewisham
65481914.0,redstarneil,Thu Apr 19 17:00:50 +0000 2018,1524157250403.0,@KilburnHerald @KilnTheatre It's the absence of consultation / discussion /engagement with local community that rea https://t.co/lNZtudIg0b,5.0,en,UK - London - Brent,"Brent, London, United Kingdom",Brent
1348354326.0,puryae,Thu Apr 19 17:00:50 +0000 2018,1524157250763.0,@marzilarki @AzarrDokht ?? ???? ?? ????? ??????? ???????? ????? ????? ?? ???? ????? ?? ???? ???? ??? ????!,2.0,fa,"fars province, iran","City of London, London, United Kingdom",City of London
9.493291836327076e+17,charlie76049487,Thu Apr 19 17:00:53 +0000 2018,1524157253986.0,@NikeUK @Nike any idea on what the freebies are for tonights event?,1.0,en,,"Merton, London, United Kingdom",Merton
401297595.0,ThomasBuxton,Thu Apr 19 17:00:55 +0000 2018,1524157255262.0,? https://t.co/RzMWlfE9jH,3.0,und,"Kingston upon Thames, London","Kingston upon Thames, London, United Kingdom",Kingston upon Thames
4792572681.0,street_trash2,Thu Apr 19 17:00:56 +0000 2018,1524157256974.0,@deathcabdan Its the boy innit?,13.0,en,"London, England","Poplar, London, United Kingdom",Tower Hamlets
3949142361.0,Galwaygirl264,Thu Apr 19 17:00:56 +0000 2018,1524157256888.0,@Realboilerserv #BBCPFC @jimmcclean @JonWalters19 @juanmata8 @RomeluLukaku9 @bbcpfc @paddytheloaf please ask your f https://t.co/uz0SrLDCVq,1.0,en,,"Enfield, London, United Kingdom",Enfield
1428671485.0,Welbecking,Thu Apr 19 17:00:59 +0000 2018,1524157259334.0,I was in Whitgift Centre in Croydon and some guy literally had a heart attack beside me ?,2.0,en,Croydon,"Croydon, London, United Kingdom",Croydon
24575330.0,A_Georgiades,Thu Apr 19 17:00:59 +0000 2018,1524157259555.0,"Told you my birthday week would bring out the sun ?? @ London, United Kingdom https://t.co/djTNNPwcYh",1.0,en,London,"51.50711486, -0.12731805",Westminster
3997270067.0,DrOKaneAgain,Thu Apr 19 17:01:01 +0000 2018,1524157261105.0,"@austeni @robinrome As a doctor, and firmly opposed to euthanasia, I can only conclude that The Pope is getting som https://t.co/x7VfrehKGJ",4.0,en,London,"Paddington, London, United Kingdom",Westminster
184766755.0,Hbomb1992,Thu Apr 19 17:01:01 +0000 2018,1524157261659.0,@emmathfcx ??????,3.0,und,"Romford, London","Romford, London, United Kingdom",Havering
2931206170.0,Atinuke_87,Thu Apr 19 17:01:03 +0000 2018,1524157263882.0,Y'all better keep your ugly miserable sad unattractive useless down uncalmed fat selves distance and take your your https://t.co/YShMArBGKU,24.0,en,London ,"Hackney, London, United Kingdom",Hackney
200059237.0,ChayDimplez,Thu Apr 19 17:01:09 +0000 2018,1524157269468.0,I dont believe in fairytales ... once upon a time tho,1.0,en,"London, UK","Tottenham, London, United Kingdom",Haringey
34086990.0,markohalloran,Thu Apr 19 17:01:09 +0000 2018,1524157269418.0,@Paul71 @pmbairrins @Donoghue_K @LuisonL If she had been offered the termination when she and her husband BEGGED fo https://t.co/4C3Zb9HTNa,3.0,en,"Roscommon, Ireland","Wandsworth, London, United Kingdom",Wandsworth
102667887.0,Dumes618,Thu Apr 19 17:01:10 +0000 2018,1524157270483.0,@JamesMelville @NinetyFive_UK Good luck!,1.0,en,London,"City of London, London, United Kingdom",City of London
301148826.0,MichaelTreacy10,Thu Apr 19 17:01:11 +0000 2018,1524157271565.0,@collectibulldog Haha ??,1.0,tl,North West London,"Harrow, London, United Kingdom",Harrow
1193702352.0,Claret_Badger,Thu Apr 19 17:01:16 +0000 2018,1524157276301.0,"@greateranglia Dripping with sweat, have reserved seats but reservations cancelled, free wifi not working , have to https://t.co/4AHDENJGH4",4.0,en,"Camberwell/Peckham, London","Poplar, London, United Kingdom",Tower Hamlets
89770238.0,RobertStoney,Thu Apr 19 17:01:18 +0000 2018,1524157278008.0,"Shirt sponsorships and kits have never bothered me, but #lofc have scored a huge own goal here, this is going to ca https://t.co/FQIvFmkLk9",1.0,en,,"Stratford, London, United Kingdom",Newham
20918552.0,CrisSpookShow,Thu Apr 19 17:01:19 +0000 2018,1524157279527.0,@jkalifornia @pitchfork Its so beautiful! ? are we in for vault treats like this in the coming years?! ?,3.0,en,"London, UK","Kensington, London, United Kingdom",Kensington and Chelsea
222479693.0,naomitimperley,Thu Apr 19 17:01:21 +0000 2018,1524157281777.0,@she_codes Couldnt agree more!,11.0,en,"Manchester, UK","Hackney, London, United Kingdom",Hackney
160191589.0,BolaBankz,Thu Apr 19 17:01:23 +0000 2018,1524157283995.0,"If you were to make a time capsule now, what would you put in it?",32.0,en,,"Lambeth, London, United Kingdom",Lambeth
138678172.0,darylthedevine,Thu Apr 19 17:01:29 +0000 2018,1524157289037.0,@xtiarnanx in London?,4.0,en,Larkhall / London,"Greenwich, London, United Kingdom",Greenwich
1585983876.0,RedDogLondon,Thu Apr 19 17:01:30 +0000 2018,1524157290398.0,"@jugendingenieur dropped by our store to show us the new #opz seriously impressive, watch this https://t.co/TQB4hUuZV6",1.0,en,"8b Balham Hill, London SW12","51.451299, -0.1479728",Wandsworth
70211898.0,xeniageorgiou,Thu Apr 19 17:01:30 +0000 2018,1524157290658.0,"When the sun gets you out and about ? @ Regent's Park Camden, London https://t.co/c1KGXGeJas",1.0,en,"London, England","51.53089948, -0.13851148",Camden
626406631.0,campionconsult,Thu Apr 19 17:01:31 +0000 2018,1524157291150.0,Teachers in UK report growing 'vocabulary deficiency' https://t.co/54y3srFYed https://t.co/ceDl5fJ74G,8.0,en,"London, England","51.48394855, 0.09887695",Greenwich
116724462.0,musicologyldn,Thu Apr 19 17:01:33 +0000 2018,1524157293228.0,"Singing class Day 2 with @mateuszmaga ??
.
.
#sing #singing #singer #mateuszmaga https://t.co/TAb8sltoSV",4.0,en,London,"51.50711486, -0.12731805",Westminster
71525865.0,DorisSpeaks,Thu Apr 19 17:01:35 +0000 2018,1524157295656.0,???Sun-day #earlysummerdays @ St. Paul's Cathedral https://t.co/HQ6mebyfB3,1.0,en,London ,"51.51377385, -0.09900538",City of London
387775419.0,mitchweavercpfc,Thu Apr 19 17:01:36 +0000 2018,1524157296019.0,Imagine having friends,3.0,en,Lost in the sauce ,"Croydon, London, United Kingdom",Croydon
23114251.0,redmanpe,Thu Apr 19 17:01:37 +0000 2018,1524157297048.0,"Shit the bed, that's sour. - Drinking a Frucht: Peach by @BrueryTerreux at @tflbusalerts   https://t.co/UOXo3zrIB8 #photo",2.0,en,Bromley,"51.4231, 0.0186784",Bromley
21707108.0,helenyg,Thu Apr 19 17:01:38 +0000 2018,1524157298103.0,??? is labour still supporting Brexit? Yes? No support from me then. https://t.co/gkMDUC1Hfq,1.0,en,"London, United Kingdom","Hounslow, London, United Kingdom",Hounslow
21501428.0,Kirstysloves,Thu Apr 19 17:01:40 +0000 2018,1524157300815.0,Latte and a brownie ? feeling relaxed! I usually prefer colder weather. But I am loving it this https://t.co/joaRZSl7VA,1.0,en,London,"51.4817866, 0.083709",Greenwich
54491649.0,Ryan_PCX,Thu Apr 19 17:01:41 +0000 2018,1524157301317.0,"Seeing @Dominos_UK riders riding around in shorts and t shirts, trainers and no gloves. Do they not care about thei https://t.co/45WThrXC9p",2.0,en,"London, England","Barnet, London, United Kingdom",Barnet
49107664.0,Seyinoir,Thu Apr 19 17:01:41 +0000 2018,1524157301528.0,@Heli0s Yup yup,9.0,en,"New York, NY","Camberwell, London, United Kingdom",Southwark
2671755027.0,P15pm,Thu Apr 19 17:01:42 +0000 2018,1524157302588.0,@Anna_Soubry  https://t.co/1VDGSB0jUg,6.0,und,,"Southall, London, United Kingdom",Ealing
324626126.0,C_McCullagh25,Thu Apr 19 17:01:46 +0000 2018,1524157306164.0,Perfect chilled out sun day in London before the long trip back to Glasgow! That weather tho!,1.0,en,"Glasgow
","Camden Town, London, United Kingdom",Camden
7.52469232093397e+17,frankmichin125,Thu Apr 19 17:01:47 +0000 2018,1524157307722.0,@Clinnick1 is this true? Ive heard nothing? https://t.co/lb5nNc1PGU,1.0,en,,"Hounslow, London, United Kingdom",Hounslow
20729866.0,alanpenn,Thu Apr 19 17:01:48 +0000 2018,1524157308018.0,@christinezoo @keithgrimes You would think so- not sure I have seen it though,1.0,en,London,"Hackney, London, United Kingdom",Hackney
52672012.0,El_Hunt_,Thu Apr 19 17:01:53 +0000 2018,1524157313395.0,"Send help, a man in a multicoloured tunic is playing bongos up Hilly Fields",3.0,en,London,"Lewisham, London, United Kingdom",Lewisham
159575486.0,cassiechadmoran,Thu Apr 19 17:01:56 +0000 2018,1524157316669.0,Looking forward to talking arts and education in Birmingham tomorrow! https://t.co/45aDxtEbUQ,2.0,en,Centre of the known universe,"Bromley, London, United Kingdom",Bromley
429064557.0,TheoLewis_S37,Thu Apr 19 17:01:57 +0000 2018,1524157317666.0,Taken from #Episode 025 - @dpressure talks the old school days of the #FullEnglish Afterparties https://t.co/wFuKm0RFJ1,4.0,en,"Hackney, East London","51.54740543, -0.05207234",Hackney
1544055055.0,AdrianLiard,Thu Apr 19 17:02:00 +0000 2018,1524157320924.0,Good luck @IainDale #bbcqt,2.0,en,"Farnborough, South East","Bromley, London, United Kingdom",Bromley
9.607643436452864e+17,sabinanethercl1,Thu Apr 19 17:02:02 +0000 2018,1524157322970.0,@NHSMillion Really? Selling properties...now I wonder who would be interested in buying property at Knock down pric https://t.co/41Uf3cr6Wn,1.0,en,,"Paddington, London, United Kingdom",Westminster
440736919.0,JoffPowell,Thu Apr 19 17:02:04 +0000 2018,1524157324058.0,@The_Olly_Taylor @wearesecondstar Cheers,4.0,en,london,"Camden Town, London, United Kingdom",Camden
19996906.0,jonathanpay,Thu Apr 19 17:02:04 +0000 2018,1524157324430.0,Thought for a warm day... Open windows on trains don't mean jack if the train isn't moving (or even when moving but the carriage is packed),2.0,en,London,"Camberwell, London, United Kingdom",Southwark
1209608262.0,BlueYoonder,Thu Apr 19 17:02:05 +0000 2018,1524157325729.0,@Motomysz82 @BoniekZibi Prezes nie ustala oplat za wyslanie biletu Mario. Najprawdopodobniej jakas menda z dzialu f https://t.co/p9Fwhy0rC6,1.0,pl,wimbledon,"Merton, London, United Kingdom",Merton
394107917.0,GaffneyPaul,Thu Apr 19 17:02:06 +0000 2018,1524157326112.0,Wes Morgan. No contest. https://t.co/mpaAYVjoBg,3.0,en,London,"Lambeth, London, United Kingdom",Lambeth
15720941.0,stevekennedyuk,Thu Apr 19 17:02:07 +0000 2018,1524157327807.0,At @HereEast for @TLA #TLA5,2.0,en,Camden,"Hackney, London, United Kingdom",Hackney
341719196.0,ThatChanGirl,Thu Apr 19 17:02:07 +0000 2018,1524157327840.0,picnic weather but Im at work ?,3.0,en,,"Barnet, London, United Kingdom",Barnet
2797799967.0,stewtippler,Thu Apr 19 17:02:08 +0000 2018,1524157328182.0,"Sorry about the photo @JenniRoberton but you always play hard, work harder ? https://t.co/MOHmZbU4LI",1.0,en,"England, United Kingdom","Croydon, London, United Kingdom",Croydon
16690663.0,rodolfor,Thu Apr 19 17:02:08 +0000 2018,1524157328317.0,@Chris_C_Lloyd ?,2.0,und,London & Hong Kong,"Greenwich, London, United Kingdom",Greenwich
18936536.0,Mandikinz,Thu Apr 19 17:02:08 +0000 2018,1524157328394.0,"It's not an optical illusion, that is the actual Sun in London! https://t.co/9J70RodN5J",1.0,en,London,"51.50711486, -0.12731805",Westminster
380415391.0,HelenStevenson4,Thu Apr 19 17:02:08 +0000 2018,1524157328710.0,Running from Kings Cross to Euston with 5 minutes to spare in 27 degrees is not my finest hour - but I made it! Saf https://t.co/ObV5CpPYbp,2.0,en,"St Helens, UK","Camden Town, London, United Kingdom",Camden
736262797.0,mrjimbecks,Thu Apr 19 17:02:10 +0000 2018,1524157330285.0,Love it! https://t.co/gFfL8ADmdV,2.0,en,Im one of your own,"Sutton, London, United Kingdom",Sutton
65335882.0,i_am_iain,Thu Apr 19 17:02:10 +0000 2018,1524157330772.0,"No thank you @surreycricket 'Surrey keen on Smith, Warner'

https://t.co/pyCXiHBK1m",2.0,en,"South Croydon, UK","Croydon, London, United Kingdom",Croydon
81083437.0,Grace_KIS,Thu Apr 19 17:02:12 +0000 2018,1524157332127.0,@FSBLondon @FBC_EastLondon @SeriousImpactUK @LogictoCreate So looking forward to this!,3.0,en,Hackney,"Hackney, London, United Kingdom",Hackney
15188572.0,DollyRotten,Thu Apr 19 17:02:14 +0000 2018,1524157334995.0,My freckles are back! #sunshine,2.0,en,Bexleyheath,"Eltham, London, United Kingdom",Greenwich
9.780368563937526e+17,gatherwoman,Thu Apr 19 17:02:15 +0000 2018,1524157335122.0,Well be tagging with #everydayempires #gatherwoman and #gatherinspiration so you can follow along ??,1.0,en,"London, England","Islington, London, United Kingdom",Islington
277983442.0,seacolestatue,Thu Apr 19 17:02:15 +0000 2018,1524157335233.0,#Diversity in Leadership. https://t.co/xxSoUNKfUj https://t.co/AXwWVfWphj,3.0,en,London,"Richmond, London, United Kingdom",Richmond upon Thames
4827774677.0,blackhorsese8,Thu Apr 19 17:02:17 +0000 2018,1524157337275.0,"Ok its not a beer garden but still pretty cool, right? 
#deptford #deptfordhighstreet https://t.co/xeJTjIDLg2",3.0,en,Deptford SE8 ,"51.48551934, -0.03431608",Lewisham
3371495855.0,noalouu,Thu Apr 19 17:02:20 +0000 2018,1524157340525.0,@Hellyers @TheFrankOzJam glad you liked it! I thought it was interesting as a non puppeteer ;),1.0,en,England / Switzerland,"Wandsworth, London, United Kingdom",Wandsworth
55021568.0,misstashadean,Thu Apr 19 17:02:21 +0000 2018,1524157341718.0,Networking ???? @ MTV https://t.co/ZMXEKEzZjp,1.0,en,"Lambeth, London","51.54123804, -0.14326998",Camden
43930989.0,lucykhobbs,Thu Apr 19 17:02:22 +0000 2018,1524157342087.0,@PositiveLabels @Nel_ue @thefutureisnd ??,3.0,und,"Clapham, London","Lambeth, London, United Kingdom",Lambeth
526497760.0,TheLondonTree,Thu Apr 19 17:02:24 +0000 2018,1524157344682.0,Xbox One S 1TB Console - Assassin's Creed Origins Bonus Bundle. Limited Stock Left. UK {https://t.co/o1XtXJB2wV} US https://t.co/GtJAt31HHa,3.0,en,City of London,"Barking, London, United Kingdom",Barking and Dagenham
7.797894096296346e+17,SabrinaMubiru,Thu Apr 19 17:02:25 +0000 2018,1524157345017.0,@AdamPugh Really cant.,1.0,en,"London, England","Eltham, London, United Kingdom",Greenwich
29530376.0,JohnnyHawkwind,Thu Apr 19 17:02:25 +0000 2018,1524157345019.0,"The Geiger counter goes click, click, click.
Madame Curie feels sick, sick, sick.

@blamed4nothing #doublenegative https://t.co/dTBpZkLv2R",2.0,en,"London, England","Wandsworth, London, United Kingdom",Wandsworth
627275416.0,ChrisEgonSearle,Thu Apr 19 17:02:27 +0000 2018,1524157347284.0,"5 more subs gets me to my first 150 #Youtube Subscribers!!! ??
Smash that link and RT to show me you love me. https://t.co/bT0WPIVBE5",21.0,en,"London, England","Camden Town, London, United Kingdom",Camden
855263756.0,cononeilluk,Thu Apr 19 17:02:27 +0000 2018,1524157347627.0,Nothing to see here .... move along https://t.co/0NKegwt73H,4.0,en,london ,"Lewisham, London, United Kingdom",Lewisham
2211965235.0,dazzer2103,Thu Apr 19 17:02:30 +0000 2018,1524157350411.0,"Seaver delays on the Central @TfL line.  Train taken out of service at 17:50, chronic overcrowding on the east boun https://t.co/IHfRBdlnrg",1.0,en,,"City of London, London, United Kingdom",City of London
239050950.0,heithkassard,Thu Apr 19 17:02:33 +0000 2018,1524157353883.0,"Agreed, also how about a larger and more diverse talent pool and also a relevant curriculum for our digital natives? https://t.co/uLpoJ2wn3O",2.0,en,,"Hackney, London, United Kingdom",Hackney
224948778.0,jSoMsIhTuHa,Thu Apr 19 17:02:34 +0000 2018,1524157354271.0,Great day of learning at the IPA today. Also great to see them practising behavioural economics https://t.co/rI7KZCdDxd,1.0,en,London | Northampton,"51.499968, -0.1526608",Westminster
346770596.0,DeuceBro1,Thu Apr 19 17:02:34 +0000 2018,1524157354858.0,???????????? https://t.co/4z3ebsXy0o,1.0,und,Landan,"Hillingdon, London, United Kingdom",Hillingdon
7.872627793046077e+17,TrevorHorsewood,Thu Apr 19 17:02:37 +0000 2018,1524157357849.0,The @forarthistory team have been let out to go and see some work @GovArtCol https://t.co/8YwvCsmYVI,1.0,en,End of the pier ,"Camden Town, London, United Kingdom",Camden
356909904.0,PashaKovalev,Thu Apr 19 17:02:38 +0000 2018,1524157358112.0,https://t.co/d02YdF5LcW,1.0,und,London,"Brent, London, United Kingdom",Brent
3144570772.0,ajcrompton1,Thu Apr 19 17:02:38 +0000 2018,1524157358369.0,"Truly excellent thread. If grotesquely overpaid, underachieving journalists at @BBCNews could even approach this https://t.co/CyfdKvVmHZ",2.0,en,Europe (including UK),"Camden Town, London, United Kingdom",Camden
403371320.0,RednRuff,Thu Apr 19 17:02:40 +0000 2018,1524157360702.0,Sinn Fein Leader launches referendum poster campaign https://t.co/yTHYuxrHZR,3.0,en,London,"Camden Town, London, United Kingdom",Camden
428307768.0,nataliecarter_x,Thu Apr 19 17:02:41 +0000 2018,1524157361650.0,Why am I not on my way to Spain with the girls ???,1.0,en,"London, England","Eltham, London, United Kingdom",Greenwich
129877567.0,SaintxvPablo,Thu Apr 19 17:02:42 +0000 2018,1524157362924.0,This thread!!! https://t.co/887V4E2RCM,1.0,en,London,"Brent, London, United Kingdom",Brent
392200475.0,TonyMalmeida,Thu Apr 19 17:02:44 +0000 2018,1524157364732.0,Game today? oh yea??,1.0,en,London,"Lewisham, London, United Kingdom",Lewisham
43349971.0,RJKDuggan,Thu Apr 19 17:02:46 +0000 2018,1524157366238.0,YAS QUEEN cannot wait to watch Hurricane Bianca 2 @TheBiancaDelRio,1.0,en,"Chelmsford, East","City of London, London, United Kingdom",City of London
9.52522648445182e+17,AlecAgentSmith,Thu Apr 19 17:02:47 +0000 2018,1524157367061.0,@carolinejmolloy I prefer The Wheat Whisperer but to each their own.,1.0,en,"London, England","Hackney, London, United Kingdom",Hackney
20855959.0,sarahgoughy,Thu Apr 19 17:02:47 +0000 2018,1524157367289.0,@GadHeuman Hi Gad. Would you be able to DM me? Keen to talk to you about a C4News Windrush piece Im working on? Many thanks!,2.0,en,London via Stafford,"Camden Town, London, United Kingdom",Camden
148346366.0,Bodaslondon,Thu Apr 19 17:02:50 +0000 2018,1524157370132.0,Spring has (finally!) sprung here in Notting Hill and we are coordinating our lingerie with the https://t.co/4wOPuVAVVJ,1.0,en,"London, UK","51.5139941, -0.1987868",Kensington and Chelsea
186835968.0,DukeGreenSW6,Thu Apr 19 17:02:50 +0000 2018,1524157370943.0,"Not long now until @farreachesgin are in the house with a refreshing Power Hour to quench your thirst ??
#gin https://t.co/vrN60cAdvY",1.0,en,"Parsons Green, London SW6 4XG","Hammersmith, London, United Kingdom",Hammersmith and Fulham
2914295109.0,rekha181,Thu Apr 19 17:02:54 +0000 2018,1524157374072.0,"Took 4 steps into the greenhouse with the pots, turned right round!! I was not planning on wilting in that green ho https://t.co/PW5w0BCp8L",1.0,en,"London, England","Harrow, London, United Kingdom",Harrow
140196805.0,Renantssance,Thu Apr 19 17:03:03 +0000 2018,1524157383996.0,@WeeTubs Sorry Ill wear something else next time.,3.0,en,"Woodford Green, London","Camden Town, London, United Kingdom",Camden
32366490.0,BenBrabyn,Thu Apr 19 17:03:05 +0000 2018,1524157385500.0,Agreed! #TLA5 https://t.co/M9LnHjFfet,2.0,en,London,"Hackney, London, United Kingdom",Hackney
560369206.0,linddube,Thu Apr 19 17:03:06 +0000 2018,1524157386246.0,"ive said it once and ill say it again, boys in london really are P E N G",2.0,en,"Nottingham, England","Paddington, London, United Kingdom",Westminster
297021252.0,MummySomerville,Thu Apr 19 17:03:07 +0000 2018,1524157387243.0,@santanderukhelp Its to do with the fraud on my account.  I was told I would receive a disclaimer but I never got it.,2.0,en,London,"Merton, London, United Kingdom",Merton
1111733648.0,AndieBarometer,Thu Apr 19 17:03:07 +0000 2018,1524157387452.0,Is it *STILL* SUNNY? I hadn't noticed.,1.0,en,"Highbury, London","51.552033, -0.101785",Islington
456590986.0,NeilWhite70,Thu Apr 19 17:03:07 +0000 2018,1524157387818.0,Attending a retirement do and it's a free bar ?,1.0,en,,"Lord Raglan, United Kingdom",City of London
24880762.0,anthonyqkiernan,Thu Apr 19 17:03:07 +0000 2018,1524157387912.0,The suns out. Of course that means the trains are bollocksed,4.0,en,East Dulwich,"Camberwell, London, United Kingdom",Southwark
147407101.0,drifterdnb,Thu Apr 19 17:03:09 +0000 2018,1524157389043.0,My new single Realms is Out Now!  Available in every digital music platform  for more visit https://t.co/8fSuQTjUZy,1.0,en,"New York, NY","51.50711486, -0.12731805",Westminster
29661125.0,raphaelleheaf,Thu Apr 19 17:03:11 +0000 2018,1524157391042.0,Spritz Vol.2 with the @futuregov crew #summertimeinlondon @ The Island Queen https://t.co/qrJ72YgW7i,1.0,en,"London, UK","51.5332049, -0.0983399",Islington
