user_id;screen_name;created_at;timestamp;text_tweet;amount_tweeted;language;location;primary_geo
787259000;Charlies_London;Thu Apr 26 22:01:31 +0000 2018;1.52478E+12;@Arsenal just seen an Athletico fan on the number 43 to London Bridge with a chair part they ripped from our ground… https://t.co/LZgCKiajpc;1;en;London, England;Hackney, London, United Kingdom
27263156;MajPlums;Thu Apr 26 22:01:33 +0000 2018;1.52478E+12;@marcostorre72 Typical of us at the back. On another night a few more would have gone in at the front. Did you get a ticket in the end?;5;en;South of The Cronx;Croydon, London, United Kingdom
873767672;MrCampbell98;Thu Apr 26 22:01:33 +0000 2018;1.52478E+12;??? https://t.co/lO50hVFsJ9;2;und;Croydon, London;Kingston upon Thames, London, United Kingdom
3080181718;GarethBalch;Thu Apr 26 22:01:34 +0000 2018;1.52478E+12;Thank you @steveelworthy. Very proud. https://t.co/WG0xShvXI1;1;en;London;Wandsworth, London, United Kingdom
54526262;KrishnaMaroo;Thu Apr 26 22:01:35 +0000 2018;1.52478E+12;Great to hear @LouiseCmusic live at All Saints Notting Hill with the @LIGChoir. So brilliant ?? #teamuwl https://t.co/qFlpAfdsmd;1;en;West London;Ealing, London, United Kingdom
21833398;stevedarling;Thu Apr 26 22:01:40 +0000 2018;1.52478E+12;@ReachSocietyBC @DeltaOptimist Looking forward to being back to MC.  Can’t wait!!!;1;en;Vancouver, BC;Poplar, London, United Kingdom
18674370;jcbEddie;Thu Apr 26 22:01:41 +0000 2018;1.52478E+12;One for you @friebos https://t.co/LHeuVUwv1r;1;en;London;Lewisham, London, United Kingdom
23348923;kyleda86;Thu Apr 26 22:01:41 +0000 2018;1.52478E+12;Infinity War is amazing. #keepthesecrets. Oh, wait. #thanosdemandsyoursilence;1;en;London;Hillingdon, London, United Kingdom
437618998;DavidHughes72;Thu Apr 26 22:01:41 +0000 2018;1.52478E+12;"Congratulations  to all the winners at D&amp;AD awards tonight. https://t.co/JYEJ6RHAQ0";1;en;;Poplar, London, United Kingdom
7.25332E+17;Th55242867Jamie;Thu Apr 26 22:01:50 +0000 2018;1.52478E+12;@shonfaye Share them around! I’ve got loads of chores need doing lol;4;en;Poplar East London UK;Poplar, London, United Kingdom
521561413;waynelewiscfc;Thu Apr 26 22:01:50 +0000 2018;1.52478E+12;@RIBROXdecorator ??the yoof are waiting #Bromley;1;en;london england;Crayford, London, United Kingdom
1371836238;NSPKU;Thu Apr 26 22:01:51 +0000 2018;1.52478E+12;@ClaireSelina1 Very challenging indeed, I hope you received the right support through this.....;2;en;UK;Camden Town, London, United Kingdom
738466040;rbrlxa;Thu Apr 26 22:01:54 +0000 2018;1.52478E+12;Love watching @sssniperwolf daily uploads literally been a sub since 200k subs and OMG you do make me laugh???;1;en;Stratford, London;Poplar, London, United Kingdom
1679426430;SimpLeeArsenal;Thu Apr 26 22:01:55 +0000 2018;1.52478E+12;Shut up you annoying prick https://t.co/zFLL7dSU6o;2;en;The Gantry;Islington, London, United Kingdom
370133414;stefaniavaldez;Thu Apr 26 22:01:56 +0000 2018;1.52478E+12;Love you forever Tyler https://t.co/OhTjxfRwD7;1;en;;Islington, London, United Kingdom
771361344;12thmantalking;Thu Apr 26 22:01:57 +0000 2018;1.52478E+12;@Sammy_Goal Really good read and most ratings were spot on, but what about poor Tosin Adarabioyo not even making the cut?;1;en;London, England;East Ham, London, United Kingdom
149255933;_MatthewSmith;Thu Apr 26 22:01:57 +0000 2018;1.52478E+12;me with most people: https://t.co/ikO5RZU4fR;1;en;Hounslow, London;Hounslow, London, United Kingdom
102776532;Glamouranna;Thu Apr 26 22:02:01 +0000 2018;1.52478E+12;@xoulkat Capo;2;es;St Mary Meads, London;Camden Town, London, United Kingdom
771305862;marinaGraham7;Thu Apr 26 22:02:03 +0000 2018;1.52478E+12;@_Psychic_Sam watched the programme and shit a brick lol. What did the card say we couldn’t see. If I don’t mind telling;3;en;Hounslow;Hounslow, London, United Kingdom
20191457;MikeMJHarris;Thu Apr 26 22:02:04 +0000 2018;1.52478E+12;"Hmm never thought I'd be tweeting this but hey - there's a Blockchain talk at the @royalacademy 

I'm going to go m… https://t.co/ym9e06aWr1";1;en;London;Stratford, London, United Kingdom
370237409;Demetrios_Lati;Thu Apr 26 22:02:04 +0000 2018;1.52478E+12;Great atmosphere but frustrating end to the game?? https://t.co/nGHAMnXhTb;2;en;London;The Emirates Stadium, United Kingdom
7.25752E+17;N12gooner;Thu Apr 26 22:02:05 +0000 2018;1.52478E+12;I’d happily take 8-2 against United, so long as we win the Europa league ?;1;en;London, England;Barnet, London, United Kingdom
276928988;harrisonphipp;Thu Apr 26 22:02:06 +0000 2018;1.52478E+12;@piersmorgan Bang on right.. needed that for at least the last 5 years;1;en;Croydon, Bromley, London;Croydon, London, United Kingdom
1106150677;runwithmartin;Thu Apr 26 22:02:07 +0000 2018;1.52478E+12;@runhappy72 Thank you ?;1;en;Titchfield;South East, England, United Kingdom
594044561;KAYBEY__;Thu Apr 26 22:02:08 +0000 2018;1.52478E+12;"A child who misbehaves in public is going home to some licks 
we don’t stick our people for public pleasure https://t.co/vVDUxYbu7e";1;en;I'm never about ;Crayford, London, United Kingdom
28578363;KLARAfromSweden;Thu Apr 26 22:02:09 +0000 2018;1.52478E+12;"Great to watch a LIVE sneak preview of @thisisLUMP new album by @lauramarlinghq &amp; Mike Lindsay from @thisistunng ??… https://t.co/PnT0wzR5bz";1;en;These Woods;Islington, London, United Kingdom
65493254;northernlad83;Thu Apr 26 22:02:10 +0000 2018;1.52478E+12;Less than a hour to go @BlossomsBand ! I can’t wait!;1;en;Huddersfield;United Kingdom, United Kingdom
101966101;rafidah72;Thu Apr 26 22:02:13 +0000 2018;1.52478E+12;https://t.co/lObAdEhOkg https://t.co/ihNMAwfBqb;2;und;London, England;Camberwell, London, United Kingdom
16703789;Rob__Mac;Thu Apr 26 22:02:14 +0000 2018;1.52478E+12;? overuse of “circa”.;1;en;Hackney, London;Hackney, London, United Kingdom
3291102293;CllrPeterTaylor;Thu Apr 26 22:02:19 +0000 2018;1.52478E+12;Really enjoyed taking part in my final hustings of the campaign. Great questions from the students at… https://t.co/0oZVfBsjvN;1;en;Oxhey, Watford;Watford, East, United Kingdom
225520107;benkeablefaw;Thu Apr 26 22:02:21 +0000 2018;1.52478E+12;You ever need a shit so bad you can smell it? ?;1;en;Brixton;Lambeth, London, United Kingdom
993952171;Dollarsignjim;Thu Apr 26 22:02:22 +0000 2018;1.52478E+12;Confused as soon as she started speaking https://t.co/VDBA4TjA3I;1;en;South but not Texas;Hackney, London, United Kingdom
1301720240;M_Waterhouse510;Thu Apr 26 22:02:22 +0000 2018;1.52478E+12;"Finally seen it bookofmormonldn!! T'was superb!!
.
?????
.
 #bookofmormon #thursdaynighttheatre… https://t.co/KTcmsdfheX";1;en;;51.5102376, -0.1317268
22180535;einthesky;Thu Apr 26 22:02:22 +0000 2018;1.52478E+12;Love you @DONBROCO. Heartbroken about tonight and I’m sure you are too. See you in Northampton next week! Xxx;1;en;England;South East, England, United Kingdom
9.46725E+17;ann_reedman;Thu Apr 26 22:02:26 +0000 2018;1.52478E+12;@caffeinenights @ColinEdmondsSSM @itreallyisjoe What a lovely picture x x??;1;en;United Kingdom;East, England, United Kingdom
342971243;stevebullin1862;Thu Apr 26 22:02:26 +0000 2018;1.52478E+12;Springing Trees #pimlicofresh @ London, United Kingdom https://t.co/bTjOh1wsbR;1;en;Shropshire, UK;51.50711486, -0.12731805
1958795028;C_A_L_L_U_M_;Thu Apr 26 22:02:28 +0000 2018;1.52478E+12;"Opening night @chessthemusical @E_N_O and I was told during the interval I was going on as Vigand! ????? 
But nothi… https://t.co/GTwQFZ3xQH";3;en;London;Lambeth, London, United Kingdom
65246048;alexkateberry;Thu Apr 26 22:02:29 +0000 2018;1.52478E+12;One of the best yet @bonappetit https://t.co/vxRfNQlbld #ItsAlive ??;1;en;London, England;Hackney, London, United Kingdom
4017435759;talhagilani1949;Thu Apr 26 22:02:29 +0000 2018;1.52478E+12;@meeru_pyari ?? ???????;5;ur;Co Cavan Ireland;Ilford, London, United Kingdom
8.39923E+17;r3_65;Thu Apr 26 22:02:29 +0000 2018;1.52478E+12;"?????? ??? ????? :
?? ????? ?? ????? ??? ????? ?? ??????.";1;ar;London, England;Camden Town, London, United Kingdom
231992214;darnellydaniels;Thu Apr 26 22:02:30 +0000 2018;1.52478E+12;"THISSS ???

For those that say he's boring....
 I say your mind is boring and you're probably too slow to catch up ? https://t.co/GYs0nFvEK5";15;en;South London England;Camberwell, London, United Kingdom
47466774;JodyFrankis;Thu Apr 26 22:02:31 +0000 2018;1.52478E+12;I am SO bored of being horizontal now. Student Jody would be disappointed ??;1;en;London;Stone, South East, United Kingdom
156936123;ifyourbigenough;Thu Apr 26 22:02:32 +0000 2018;1.52478E+12;Thank you my petition is now in the paper @CamJamesMR  @matteonatalucci  @Studywithsophia  @nano8052… https://t.co/eHZERmBcB4;15;en;;Brent, London, United Kingdom
19364764;marcsatkins;Thu Apr 26 22:02:33 +0000 2018;1.52478E+12;I'll file this under the 'didn't know I'd taken it category', @jeremycorbyn among the Arsenal Ultras | pic via… https://t.co/1gdDXX6FEE;1;en;The wrong end....;City of London, London, United Kingdom
394021389;AdamAllnutt;Thu Apr 26 22:02:34 +0000 2018;1.52478E+12;"This may be both the saddest and sweetest I’ve ever seen - there is a tear in my eye

We need more effective resear… https://t.co/bKlJKjyOu3";1;en;London, England;Poplar, London, United Kingdom
568090784;NineCardTrick;Thu Apr 26 22:02:38 +0000 2018;1.52478E+12;That genuinely felt like a defeat.;1;en;London Town;Barnet, London, United Kingdom
22502376;callumgx;Thu Apr 26 22:02:39 +0000 2018;1.52478E+12;Any of my London peeps need a new flat mate? Or know any good rooms going? My amazing Aussie amigo @Carmela_CC is o… https://t.co/an2jUqGVWO;1;en;Greenwich, London;Greenwich, London, United Kingdom
4802180973;aspiresouth;Thu Apr 26 22:02:39 +0000 2018;1.52478E+12;Glad you enjoyed your session with Cecil, thank you for visiting us! https://t.co/l3IVPBj8Tw;1;en;Wandsworth, London;Wandsworth, London, United Kingdom
23826039;JasonPoston;Thu Apr 26 22:02:40 +0000 2018;1.52478E+12;"??
@prosupps hydepowerpotion @ Hyde Park https://t.co/YTgq1umtzU";1;en;Dallas,Tx;51.50707303, -0.16324997
2368857293;chromelondoncom;Thu Apr 26 22:02:41 +0000 2018;1.52478E+12;Today I fell in love with our client's 1980 911 interior. Could it be any more evocative?… https://t.co/AWv7AZWW10;1;en;London, England;51.5, -0.19
9.26386E+17;EmblingLouise;Thu Apr 26 22:02:41 +0000 2018;1.52478E+12;#bbcqt I think that the immigration system should pair up with the NHS and produce a NHS card for all of Britain to… https://t.co/A1HDMP3jOV;1;en;Newbury, England;South East, England, United Kingdom
598194595;Icoach_mattw;Thu Apr 26 22:02:42 +0000 2018;1.52478E+12;Reflecting on #WindrushScandal ... is it really right to create a “Hostile” environment for potential Illegal Immig… https://t.co/xjwQ2DLKx0;1;en;London;Croydon, London, United Kingdom
4112160885;horatio_james;Thu Apr 26 22:02:41 +0000 2018;1.52478E+12;Bloody hell @Avengers , it’s like the etchasketch end of the Marvel Universe! #AvengersInfinityWars has just left a… https://t.co/z52Dtj2Zc4;1;en;City of London, London;Enfield, London, United Kingdom
67634998;grantsales;Thu Apr 26 22:02:42 +0000 2018;1.52478E+12;@KattyCorner You look amazing!;1;en;England;51.38919266, -0.50246525
473092839;fozzy_whufc;Thu Apr 26 22:02:42 +0000 2018;1.52478E+12;@ReclusiveGamble Trumps playing well...;4;en;London;Harrow, London, United Kingdom
7.92122E+17;khaqaani_M;Thu Apr 26 22:02:43 +0000 2018;1.52478E+12;@AvichayAdraee @AhlamAlShamsi ???????? ?????? ?????? ???????? ??????;2;ar;London, England;Epsom, South East, United Kingdom
19868124;vpk18;Thu Apr 26 22:02:45 +0000 2018;1.52478E+12;@HarrowLabour - so you see a Tamil surname and assume it’s appropriate to send letters in Tamil - a little presumpt… https://t.co/LBTAMePSX0;1;en;London;Harrow, London, United Kingdom
630739147;StephenLees4;Thu Apr 26 22:02:46 +0000 2018;1.52478E+12;"@fascistCOW__ @PigtownGrump That is entirely understandable.

My dad was a Lancaster pilot who believed (not withou… https://t.co/rgsIwi6pzt";5;en;Surrey, England;Coulsdon, South East, United Kingdom
89696852;danielgwaterman;Thu Apr 26 22:02:48 +0000 2018;1.52478E+12;This is one happy nerd! #InfinityWar https://t.co/V1pzVR2syc;1;en;Stoke / London, England;Cineworld Wembley, United Kingdom
8.94272E+17;Therapyangel1;Thu Apr 26 22:03:00 +0000 2018;1.52478E+12;@MarkGale @MertonBinBot @Merton_Council @MertonMatters They are getting quite creative aren't they? The only emptie… https://t.co/jpfiG4ZHzY;20;en;;Merton, London, United Kingdom
1704539016;JoaoDid;Thu Apr 26 22:03:00 +0000 2018;1.52478E+12;All the best to @C_A_L_L_U_M_ and the rest of the cast in #ChessMusical, who opened tonight in London!;1;en;London;Stratford, London, Reino Unido
269949984;OokeDub;Thu Apr 26 22:03:01 +0000 2018;1.52478E+12;"Practicing putting #HMSPaddles ?????back in his bag before tomorrow’s (soft) Maiden Voyage.

?";2;en;;South East, England, United Kingdom
284085600;DanInTheWrythe;Thu Apr 26 22:03:02 +0000 2018;1.52478E+12;Could be the interior of Safari Beige @Diane_Chorley ? https://t.co/i8vnfb9azi;1;en;Carshalton, London(ish) ;Sutton, London, United Kingdom
8.66779E+17;StaryStaryNlght;Thu Apr 26 22:03:03 +0000 2018;1.52478E+12;@GangstaMimi @southpawgram @jbart1055 @northyorkblonde @WCoastCndn @BrendaJeanCDN @MHGURU @JonC54 @KittenMcKays Oh… https://t.co/a7uO7MCm9Y;16;en;London, England;Enfield, London, United Kingdom
