user_id;screen_name;created_at;timestamp;text_tweet;amount_tweeted;language;location;primary_geo
1371390146;Cdr_Peter;Thu Apr 19 17:00:09 +0000 2018;1524157209697;@interenglgbt #designingfordiversity @burohappold (@ Buro Happold in London, UK) https://t.co/Q3sA4Sxxdo;1.0;en;London ;51.51749715, -0.1349629
60264677;ilkanmielesta;Thu Apr 19 17:00:10 +0000 2018;1524157210970;Joka vuosi viimeisen 12 vuoden ajan olen osallistunut vähintään yhteen Tony Robbinsin Live… https://t.co/j1pYZctxnL;1.0;fi;Helsinki, Finland;51.5080414, 0.02394
402006682;NadegeAlezine;Thu Apr 19 17:00:14 +0000 2018;1524157214783;@MissPompette Have a good one, Miss Pompette ??????;1.0;en;Londres;Kensington, London, Royaume-Uni
160315969;babbit_janeway;Thu Apr 19 17:00:15 +0000 2018;1524157215007;"The sum of my parts. 
????
#GameStruck4 https://t.co/XLkygrP6qT";4.0;en;South East, England;Wandsworth, London, United Kingdom
728973018;samuelvrose;Thu Apr 19 17:00:16 +0000 2018;1524157216634;28 degrees Celsius in April in London! Hottest day in April since 1949! #London https://t.co/aOnbmEFi3A;1.0;en;Paradise, Newfoundland, Canada;Kensington, London, United Kingdom
284510411;tvbrez_;Thu Apr 19 17:00:20 +0000 2018;1524157220970;Top deck of the bus feels like sitting in an oven;3.0;en;Birmingham/London;Ealing, London, United Kingdom
141988423;LyndaMinter;Thu Apr 19 17:00:22 +0000 2018;1524157222837;Low tide Bosham it’s a beautiful day working on a small 10x12 with a big brush.… https://t.co/6pLmZWhiMx;1.0;en;London;50.8167, -0.866667
923605685434306567;askedtf;Thu Apr 19 17:00:23 +0000 2018;1524157223769;"@ItsZetho Whattttttttttttttt
My pc is full of viruses and porn.";14.0;en;;Hackney, London, United Kingdom
95073256;Cereidee;Thu Apr 19 17:00:24 +0000 2018;1524157224542;Since when was #Riverdale high school musical ??;1.0;en;London, England;Croydon, London, United Kingdom
38437027;LobiNews;Thu Apr 19 17:00:24 +0000 2018;1524157224557;Copy Nigeria or copy the one who claims he is fighting corruption? This is an example of you flip flopping or NOT s… https://t.co/VsMv5yvB1t;1.0;en;London, England;London, England, United Kingdom
23366418;BryanGodfree;Thu Apr 19 17:00:25 +0000 2018;1524157225522;17:39 Temp. 28°C, Hum. 34%, Dewp. 12.1°C, Bar. 1018.9 hpa, Rain Today 0 mm, Wind 270° 0.3 m/s;6.0;en;Staines, Middlesex, UK;51.44488024, -0.46974621
124422771;FatCycleRider;Thu Apr 19 17:00:26 +0000 2018;1524157226685;Day 19 #30daysofbiking @ Cuckoo Trail https://t.co/bKXB54xeeA;1.0;en;Eastbourne, East Sussex, UK;50.8932, 0.2542
218235363;KimberleyLHall;Thu Apr 19 17:00:27 +0000 2018;1524157227007;@c2c turn the aircon on in carriage 74068 please;3.0;en;Essex;Poplar, London, United Kingdom
94063514;ukbikeskills;Thu Apr 19 17:00:27 +0000 2018;1524157227257;Are you getting the #broadband speed you were promised? Find out using @WhichUK’s speed checker tool  https://t.co/L5pcZRFP8r;1.0;en;Hertford, Herts, UK;East, England, United Kingdom
422766783;Luc_Gibson;Thu Apr 19 17:00:28 +0000 2018;1524157228194;@DougScottYoung #BetterPlugYourPhoneInThen;1.0;und;Milton Keynes, England;South East, England, United Kingdom
2182882855;SpecialistElec;Thu Apr 19 17:00:28 +0000 2018;1524157228694;@CeriCrannis @ECALive @officialNICEIC Unfortunately not ??;2.0;en;;Merton, London, United Kingdom
351577488;BrettyPetrelli;Thu Apr 19 17:00:31 +0000 2018;1524157231091;"I’ve had a headache since around 2pm, but now I’m knocking this back in the sunshine &amp; I’m feeling proper Michael J… https://t.co/tKUQjsOcr6";3.0;en;Hamlet Brewery;51.4987, -0.0989759
22464893;drdavidbull;Thu Apr 19 17:00:32 +0000 2018;1524157232152;Excellent choice of day to move ! Hottest day of the year. Not sweating at all #lies;6.0;en;London, England;Poplar, London, United Kingdom
736880487034200065;imszzz;Thu Apr 19 17:00:32 +0000 2018;1524157232646;Them ones when you know for a fact you passed the shit out of an exam????;2.0;en;London, England;London, England, United Kingdom
16970321;marcooth;Thu Apr 19 17:00:33 +0000 2018;1524157233226;Hello from the pub.;6.0;en;London, England;Islington, London, United Kingdom
477802642;miitmii;Thu Apr 19 17:00:37 +0000 2018;1524157237768;Another candidate. Young, vibrant and accountable to us. Don't tell me there's no one else to vote for. If they mes… https://t.co/elSGSdBfIv;1.0;en;London;Greenwich, London, United Kingdom
14821932;SimonClare;Thu Apr 19 17:00:40 +0000 2018;1524157240401;@LewisHamilton @MonsterEnergy The concept that a *vegan* would put that stuff in their body is pretty funny by as f… https://t.co/O8aNkjyiwF;4.0;en;Surrey/The City;City of London, London, United Kingdom
931450167735275520;st_gildas;Thu Apr 19 17:00:41 +0000 2018;1524157241698;3F had a fantastic morning learning and drawing in the sunshine. “ I feel happy and relaxed because nature is all a… https://t.co/NoefV2xXSp;1.0;en;Crouch Hill, N8 9EP;London, England, United Kingdom
223593517;S_F_Richardson;Thu Apr 19 17:00:45 +0000 2018;1524157245546;@LondonMarathon How’s about starting everyone an hour earlier? @chimarathon start runners from 7 30am. Might save a… https://t.co/yNh9sVYyVT;1.0;en;London;Camden Town, London, United Kingdom
3903678492;RachelDicknson1;Thu Apr 19 17:00:46 +0000 2018;1524157246158;@Ian_C_Thomas I agree;2.0;en;Barnsley, England;Camden Town, London, United Kingdom
101550724;1Pardzz;Thu Apr 19 17:00:47 +0000 2018;1524157247282;My Princess ??? @ Terrace Gardens https://t.co/PznAtG2tuo;1.0;en;A Recording Studio;51.4538034, -0.30083152
20592893;FoundryFit;Thu Apr 19 17:00:47 +0000 2018;1524157247922;"#ThrowbackThursday

This week 3 years ago Ben and Dave ran 3 #CityStrongman bootcamps

Today The… https://t.co/hqCaJgNTEv";1.0;en;London, England;51.467152, -0.241916
19720747;ajarrodkimber;Thu Apr 19 17:00:48 +0000 2018;1524157248471;To be fair, two person cricket was pretty much how cricket started. So it would be one for the 16th century cricket… https://t.co/eqPtNL9bKF;5.0;en;London now, Melbourne earlier;Lewisham, London, United Kingdom
14261088;AnneElsom;Thu Apr 19 17:00:49 +0000 2018;1524157249238;Swallow skimming fields x;1.0;en;Norfolk;East, England, United Kingdom
1617314359;JoeFindsTalent;Thu Apr 19 17:00:49 +0000 2018;1524157249306;@Dann_Sw I love that game! It's definitely the superior version. But I didn't play it until I was older.;1.0;en;London, United Kingdom;United Kingdom, United Kingdom
65481914;redstarneil;Thu Apr 19 17:00:50 +0000 2018;1524157250403;@KilburnHerald @KilnTheatre It's the absence of consultation / discussion /engagement with local community that rea… https://t.co/lNZtudIg0b;5.0;en;UK - London - Brent;Brent, London, United Kingdom
1348354326;puryae;Thu Apr 19 17:00:50 +0000 2018;1524157250763;@marzilarki @AzarrDokht ?? ???? ?? ????? ??????? ???????? ????? ????? ?? ???? ????? ?? ???? ???? ??? ????!;2.0;fa;fars province, iran;City of London, London, United Kingdom
19711240;kt19weather;Thu Apr 19 17:00:51 +0000 2018;1524157251905;18:00 BST: temperature 28.4°C, humidity 27%, wind ESE 2.0 mph ave, 6.0 mph gust, rain 0.0 mm/hr, pressure 1022.6 hP… https://t.co/q5J1ri6Vzi;6.0;en;Stoneleigh / Ewell / Epsom, Su;51.365, -0.251
172415545;IamAngelicaB_;Thu Apr 19 17:00:52 +0000 2018;1524157252102;Che presa a bene il sole inglese ?;1.0;it;Rome,Italy;Chertsey, South East, Regno Unito
949329183632707584;charlie76049487;Thu Apr 19 17:00:53 +0000 2018;1524157253986;@NikeUK @Nike any idea on what the freebies are for tonight’s event?;1.0;en;;Merton, London, United Kingdom
401297595;ThomasBuxton;Thu Apr 19 17:00:55 +0000 2018;1524157255262;? https://t.co/RzMWlfE9jH;3.0;und;Kingston upon Thames, London;Kingston upon Thames, London, United Kingdom
4792572681;street_trash2;Thu Apr 19 17:00:56 +0000 2018;1524157256974;@deathcabdan It’s the boy innit?;13.0;en;London, England;Poplar, London, United Kingdom
3949142361;Galwaygirl264;Thu Apr 19 17:00:56 +0000 2018;1524157256888;@Realboilerserv #BBCPFC @jimmcclean @JonWalters19 @juanmata8 @RomeluLukaku9 @bbcpfc @paddytheloaf please ask your f… https://t.co/uz0SrLDCVq;1.0;en;;Enfield, London, United Kingdom
1428671485;Welbecking;Thu Apr 19 17:00:59 +0000 2018;1524157259334;I was in Whitgift Centre in Croydon and some guy literally had a heart attack beside me ?;2.0;en;Croydon;Croydon, London, United Kingdom
121901550;wtfpaola;Thu Apr 19 17:00:59 +0000 2018;1524157259582;Não tem nada mais triste do que passar pelos stories e sem querer abrir o stories do @ sem querer;1.0;pt;Brookline, MA;Dartford, South East, Reino Unido
24575330;A_Georgiades;Thu Apr 19 17:00:59 +0000 2018;1524157259555;Told you my birthday week would bring out the sun ?? @ London, United Kingdom https://t.co/djTNNPwcYh;1.0;en;London;51.50711486, -0.12731805
3997270067;DrOKaneAgain;Thu Apr 19 17:01:01 +0000 2018;1524157261105;@austeni @robinrome As a doctor, and firmly opposed to euthanasia, I can only conclude that The Pope is getting som… https://t.co/x7VfrehKGJ;4.0;en;London;Paddington, London, United Kingdom
184766755;Hbomb1992;Thu Apr 19 17:01:01 +0000 2018;1524157261659;@emmathfcx ??????;3.0;und;Romford, London;Romford, London, United Kingdom
43567613;Matty127;Thu Apr 19 17:01:01 +0000 2018;1524157261989;I genuinely think this is the stupidest idea ever...I feel sorry for those in the marketing team trying to sell 16.… https://t.co/EYXewMZccc;1.0;en;;London, England, United Kingdom
612521363;BRADSCOTT__;Thu Apr 19 17:01:03 +0000 2018;1524157263129;@dean_woolf @vincentMcvinny @Hannah_Mai11 @Nocona88 Is that the matrix? Haha, avengers and driver with Ryan gosling?;2.0;en;Essex;South Ockendon, East, United Kingdom
2931206170;Atinuke_87;Thu Apr 19 17:01:03 +0000 2018;1524157263882;Y'all better keep your ugly miserable sad unattractive useless down uncalmed fat selves distance and take your your… https://t.co/YShMArBGKU;24.0;en;London ;Hackney, London, United Kingdom
200059237;ChayDimplez;Thu Apr 19 17:01:09 +0000 2018;1524157269468;I don’t believe in fairytales ... once upon a time tho;1.0;en;London, UK;Tottenham, London, United Kingdom
34086990;markohalloran;Thu Apr 19 17:01:09 +0000 2018;1524157269418;@Paul71 @pmbairrins @Donoghue_K @LuisonL If she had been offered the termination when she and her husband BEGGED fo… https://t.co/4C3Zb9HTNa;3.0;en;Roscommon, Ireland;Wandsworth, London, United Kingdom
102667887;Dumes618;Thu Apr 19 17:01:10 +0000 2018;1524157270483;@JamesMelville @NinetyFive_UK Good luck!;1.0;en;London;City of London, London, United Kingdom
301148826;MichaelTreacy10;Thu Apr 19 17:01:11 +0000 2018;1524157271565;@collectibulldog Haha ??;1.0;tl;North West London;Harrow, London, United Kingdom
1193702352;Claret_Badger;Thu Apr 19 17:01:16 +0000 2018;1524157276301;@greateranglia Dripping with sweat, have reserved seats but reservations cancelled, free wifi not working , have to… https://t.co/4AHDENJGH4;4.0;en;Camberwell/Peckham, London;Poplar, London, United Kingdom
89770238;RobertStoney;Thu Apr 19 17:01:18 +0000 2018;1524157278008;Shirt sponsorships and kits have never bothered me, but #lofc have scored a huge own goal here, this is going to ca… https://t.co/FQIvFmkLk9;1.0;en;;Stratford, London, United Kingdom
20918552;CrisSpookShow;Thu Apr 19 17:01:19 +0000 2018;1524157279527;@jkalifornia @pitchfork It’s so beautiful! ? are we in for vault treats like this in the coming years?! ?;3.0;en;London, UK;Kensington, London, United Kingdom
275645311;deano7villa;Thu Apr 19 17:01:21 +0000 2018;1524157281650;@TomSparey @HerefordFC @HerefordGoals You can’t even give that shit away mate;4.0;en;The Yard;South East, England, United Kingdom
222479693;naomitimperley;Thu Apr 19 17:01:21 +0000 2018;1524157281777;@she_codes Couldn’t agree more!;11.0;en;Manchester, UK;Hackney, London, United Kingdom
160191589;BolaBankz;Thu Apr 19 17:01:23 +0000 2018;1524157283995;If you were to make a time capsule now, what would you put in it?;32.0;en;;Lambeth, London, United Kingdom
851334381839028224;valrhonauk;Thu Apr 19 17:01:27 +0000 2018;1524157287305;#TBT to #Valrhona Inspiration launch at @TheBerkeley ? Discover the first impressions from Valrhona #CercleV Pastry… https://t.co/JbM4aAwL18;1.0;en;London, England;London, England, Royaume-Uni
138678172;darylthedevine;Thu Apr 19 17:01:29 +0000 2018;1524157289037;@xtiarnanx in London?;4.0;en;Larkhall / London;Greenwich, London, United Kingdom
1585983876;RedDogLondon;Thu Apr 19 17:01:30 +0000 2018;1524157290398;@jugendingenieur dropped by our store to show us the new #opz seriously impressive, watch this… https://t.co/TQB4hUuZV6;1.0;en;8b Balham Hill, London SW12;51.451299, -0.1479728
70211898;xeniageorgiou;Thu Apr 19 17:01:30 +0000 2018;1524157290658;When the sun gets you out and about ? @ Regent's Park Camden, London https://t.co/c1KGXGeJas;1.0;en;London, England;51.53089948, -0.13851148
626406631;campionconsult;Thu Apr 19 17:01:31 +0000 2018;1524157291150;Teachers in UK report growing 'vocabulary deficiency' https://t.co/54y3srFYed https://t.co/ceDl5fJ74G;8.0;en;London, England;51.48394855, 0.09887695
116724462;musicologyldn;Thu Apr 19 17:01:33 +0000 2018;1524157293228;"Singing class Day 2 with @mateuszmaga ??
.
.
#sing #singing #singer #mateuszmaga… https://t.co/TAb8sltoSV";4.0;en;London;51.50711486, -0.12731805
71525865;DorisSpeaks;Thu Apr 19 17:01:35 +0000 2018;1524157295656;???Sun-day #earlysummerdays @ St. Paul's Cathedral https://t.co/HQ6mebyfB3;1.0;en;London ;51.51377385, -0.09900538
387775419;mitchweavercpfc;Thu Apr 19 17:01:36 +0000 2018;1524157296019;Imagine having friends;3.0;en;Lost in the sauce ;Croydon, London, United Kingdom
23114251;redmanpe;Thu Apr 19 17:01:37 +0000 2018;1524157297048;Shit the bed, that's sour. - Drinking a Frucht: Peach by @BrueryTerreux at @tflbusalerts  — https://t.co/UOXo3zrIB8 #photo;2.0;en;Bromley;51.4231, 0.0186784
129193578;monkeyspaint;Thu Apr 19 17:01:37 +0000 2018;1524157297339;@GeekExpoFrance @imcorinnemec Thank you for having me! I’m really looking forward to it! ? ?;4.0;en;Barcelona, Spain;East, England, United Kingdom
21707108;helenyg;Thu Apr 19 17:01:38 +0000 2018;1524157298103;??? is labour still supporting Brexit? Yes? No support from me then. https://t.co/gkMDUC1Hfq;1.0;en;London, United Kingdom;Hounslow, London, United Kingdom
122314390;Stephen_Tilney;Thu Apr 19 17:01:40 +0000 2018;1524157300028;Because I'm gutted that Is missed out on tickets as I thought I was going to be away from London but now that has b… https://t.co/hS7CzDRFio;3.0;en;;London, England, United Kingdom
21501428;Kirstysloves;Thu Apr 19 17:01:40 +0000 2018;1524157300815;Latte and a brownie ? feeling relaxed! I usually prefer colder weather. But I am loving it this… https://t.co/joaRZSl7VA;1.0;en;London;51.4817866, 0.083709
54491649;Ryan_PCX;Thu Apr 19 17:01:41 +0000 2018;1524157301317;Seeing @Dominos_UK riders riding around in shorts and t shirts, trainers and no gloves. Do they not care about thei… https://t.co/45WThrXC9p;2.0;en;London, England;Barnet, London, United Kingdom
49107664;Seyinoir;Thu Apr 19 17:01:41 +0000 2018;1524157301528;@Heli0s Yup yup;9.0;en;New York, NY;Camberwell, London, United Kingdom
2671755027;P15pm;Thu Apr 19 17:01:42 +0000 2018;1524157302588;@Anna_Soubry  https://t.co/1VDGSB0jUg;6.0;und;;Southall, London, United Kingdom
20713995;martsky;Thu Apr 19 17:01:45 +0000 2018;1524157305078;@martinxo Yeah but... There's sitting to be had...;4.0;en;Sheffield, England;London, England, United Kingdom
324626126;C_McCullagh25;Thu Apr 19 17:01:46 +0000 2018;1524157306164;Perfect chilled out sun day in London before the long trip back to Glasgow! That weather tho!;1.0;en;"Glasgow
";Camden Town, London, United Kingdom
752469232093396992;frankmichin125;Thu Apr 19 17:01:47 +0000 2018;1524157307722;@Clinnick1 is this true? I’ve heard nothing? https://t.co/lb5nNc1PGU;1.0;en;;Hounslow, London, United Kingdom
20729866;alanpenn;Thu Apr 19 17:01:48 +0000 2018;1524157308018;@christinezoo @keithgrimes You would think so- not sure I have seen it though;1.0;en;London;Hackney, London, United Kingdom
52672012;El_Hunt_;Thu Apr 19 17:01:53 +0000 2018;1524157313395;Send help, a man in a multicoloured tunic is playing bongos up Hilly Fields;3.0;en;London;Lewisham, London, United Kingdom
159575486;cassiechadmoran;Thu Apr 19 17:01:56 +0000 2018;1524157316669;Looking forward to talking arts and education in Birmingham tomorrow! https://t.co/45aDxtEbUQ;2.0;en;Centre of the known universe;Bromley, London, United Kingdom
429064557;TheoLewis_S37;Thu Apr 19 17:01:57 +0000 2018;1524157317666;Taken from #Episode 025 - @dpressure talks the old school days of the #FullEnglish Afterparties… https://t.co/wFuKm0RFJ1;4.0;en;Hackney, East London;51.54740543, -0.05207234
766963335342481408;londoneye1111;Thu Apr 19 17:01:58 +0000 2018;1524157318296;"@profesorcoin Allah razi olsun
Merci baucoup";1.0;in;Cambridge, England;London, England, United Kingdom
1544055055;AdrianLiard;Thu Apr 19 17:02:00 +0000 2018;1524157320924;Good luck @IainDale #bbcqt;2.0;en;Farnborough, South East;Bromley, London, United Kingdom
960764343645286400;sabinanethercl1;Thu Apr 19 17:02:02 +0000 2018;1524157322970;@NHSMillion Really? Selling properties...now I wonder who would be interested in buying property at Knock down pric… https://t.co/41Uf3cr6Wn;1.0;en;;Paddington, London, United Kingdom
440736919;JoffPowell;Thu Apr 19 17:02:04 +0000 2018;1524157324058;@The_Olly_Taylor @wearesecondstar Cheers;4.0;en;london;Camden Town, London, United Kingdom
19996906;jonathanpay;Thu Apr 19 17:02:04 +0000 2018;1524157324430;Thought for a warm day... Open windows on trains don't mean jack if the train isn't moving (or even when moving but the carriage is packed);2.0;en;London;Camberwell, London, United Kingdom
29188229;ThrashBlackpaw;Thu Apr 19 17:02:04 +0000 2018;1524157324926;"#OldThingsIWantBack 

I WANT OLD VW's BACK, FOREVER! https://t.co/Lss8j1egZ9";13.0;en;London, England;London, England, United Kingdom
1209608262;BlueYoonder;Thu Apr 19 17:02:05 +0000 2018;1524157325729;@Motomysz82 @BoniekZibi Prezes nie ustala oplat za wyslanie biletu Mario. Najprawdopodobniej jakas menda z dzialu f… https://t.co/p9Fwhy0rC6;1.0;pl;wimbledon;Merton, London, United Kingdom
394107917;GaffneyPaul;Thu Apr 19 17:02:06 +0000 2018;1524157326112;Wes Morgan. No contest. https://t.co/mpaAYVjoBg;3.0;en;London;Lambeth, London, United Kingdom
2320754742;sospainter;Thu Apr 19 17:02:07 +0000 2018;1524157327615;@QueenThrift You should get a job in Staines.;21.0;en;Chaldon, Surrey.;Whyteleafe, South East, United Kingdom
15720941;stevekennedyuk;Thu Apr 19 17:02:07 +0000 2018;1524157327807;At @HereEast for @TLA #TLA5;2.0;en;Camden;Hackney, London, United Kingdom
341719196;ThatChanGirl;Thu Apr 19 17:02:07 +0000 2018;1524157327840;picnic weather but I’m at work ?;3.0;en;;Barnet, London, United Kingdom
2797799967;stewtippler;Thu Apr 19 17:02:08 +0000 2018;1524157328182;Sorry about the photo @JenniRoberton but you always play hard, work harder ? https://t.co/MOHmZbU4LI;1.0;en;England, United Kingdom;Croydon, London, United Kingdom
91168044;mcsherlocks;Thu Apr 19 17:02:08 +0000 2018;1524157328202;@Snorth93 I gave them the last chance with WW2 after I went to the reveal event in London were the vp of Activision… https://t.co/ZeTqDP7wmU;1.0;en;UK;Woking, South East, United Kingdom
16690663;rodolfor;Thu Apr 19 17:02:08 +0000 2018;1524157328317;@Chris_C_Lloyd ?;2.0;und;London & Hong Kong;Greenwich, London, United Kingdom
18936536;Mandikinz;Thu Apr 19 17:02:08 +0000 2018;1524157328394;It's not an optical illusion, that is the actual Sun in London!… https://t.co/9J70RodN5J;1.0;en;London;51.50711486, -0.12731805
380415391;HelenStevenson4;Thu Apr 19 17:02:08 +0000 2018;1524157328710;Running from Kings Cross to Euston with 5 minutes to spare in 27 degrees is not my finest hour - but I made it! Saf… https://t.co/ObV5CpPYbp;2.0;en;St Helens, UK;Camden Town, London, United Kingdom
736262797;mrjimbecks;Thu Apr 19 17:02:10 +0000 2018;1524157330285;Love it! https://t.co/gFfL8ADmdV;2.0;en;Im one of your own;Sutton, London, United Kingdom
65335882;i_am_iain;Thu Apr 19 17:02:10 +0000 2018;1524157330772;"No thank you @surreycricket 'Surrey keen on Smith, Warner'

https://t.co/pyCXiHBK1m";2.0;en;South Croydon, UK;Croydon, London, United Kingdom
537964292;seismo_steve;Thu Apr 19 17:02:11 +0000 2018;1524157331336;@wbohon @ZoeMildon What Zoe said. @samillingworth is one of the Editors.;3.0;en;Southampton, England;Woking, South East, United Kingdom
81083437;Grace_KIS;Thu Apr 19 17:02:12 +0000 2018;1524157332127;@FSBLondon @FBC_EastLondon @SeriousImpactUK @LogictoCreate So looking forward to this!;3.0;en;Hackney;Hackney, London, United Kingdom
20972686;Hockers;Thu Apr 19 17:02:14 +0000 2018;1524157334007;@SophieEvans Glad to see you're still flossing x;1.0;en;;London, England, United Kingdom
2908685698;sahara4034;Thu Apr 19 17:02:14 +0000 2018;1524157334513;miss croatia ?? https://t.co/FnbNl3VNYw;1.0;en;London;London, England, United Kingdom
15188572;DollyRotten;Thu Apr 19 17:02:14 +0000 2018;1524157334995;My freckles are back! #sunshine;2.0;en;Bexleyheath;Eltham, London, United Kingdom
978036856393752576;gatherwoman;Thu Apr 19 17:02:15 +0000 2018;1524157335122;We’ll be tagging with #everydayempires #gatherwoman and #gatherinspiration so you can follow along ??;1.0;en;London, England;Islington, London, United Kingdom
277983442;seacolestatue;Thu Apr 19 17:02:15 +0000 2018;1524157335233;#Diversity in Leadership. https://t.co/xxSoUNKfUj https://t.co/AXwWVfWphj;3.0;en;London;Richmond, London, United Kingdom
4827774677;blackhorsese8;Thu Apr 19 17:02:17 +0000 2018;1524157337275;"Ok its not a beer garden but still pretty cool, right? 
#deptford #deptfordhighstreet… https://t.co/xeJTjIDLg2";3.0;en;Deptford SE8 ;51.48551934, -0.03431608
21476610;Bogfather;Thu Apr 19 17:02:18 +0000 2018;1524157338747;@DukeOfCamb @MeghanRMarkle @SamanthaMGrant @HRHHenryWindsor Well said;2.0;en;Bushey, East;Bushey, East, United Kingdom
884785201;YoungDigitalTV;Thu Apr 19 17:02:19 +0000 2018;1524157339082;https://t.co/dkVLRHGo2c;5.0;und;Every Where ;South East, England, United Kingdom
3371495855;noalouu;Thu Apr 19 17:02:20 +0000 2018;1524157340525;"@Hellyers @TheFrankOzJam glad you liked it! I thought it was interesting as a non puppeteer ;)";1.0;en;England / Switzerland;Wandsworth, London, United Kingdom
55021568;misstashadean;Thu Apr 19 17:02:21 +0000 2018;1524157341718;Networking ???? @ MTV https://t.co/ZMXEKEzZjp;1.0;en;Lambeth, London;51.54123804, -0.14326998
43930989;lucykhobbs;Thu Apr 19 17:02:22 +0000 2018;1524157342087;@PositiveLabels @Nel_ue @thefutureisnd ??;3.0;und;Clapham, London;Lambeth, London, United Kingdom
526497760;TheLondonTree;Thu Apr 19 17:02:24 +0000 2018;1524157344682;Xbox One S 1TB Console - Assassin's Creed Origins Bonus Bundle. Limited Stock Left. UK {https://t.co/o1XtXJB2wV} US… https://t.co/GtJAt31HHa;3.0;en;City of London;Barking, London, United Kingdom
779789409629634560;SabrinaMubiru;Thu Apr 19 17:02:25 +0000 2018;1524157345017;@AdamPugh Really can’t.;1.0;en;London, England;Eltham, London, United Kingdom
29530376;JohnnyHawkwind;Thu Apr 19 17:02:25 +0000 2018;1524157345019;"The Geiger counter goes click, click, click.
Madame Curie feels sick, sick, sick.

@blamed4nothing #doublenegative… https://t.co/dTBpZkLv2R";2.0;en;London, England;Wandsworth, London, United Kingdom
627275416;ChrisEgonSearle;Thu Apr 19 17:02:27 +0000 2018;1524157347284;"5 more subs gets me to my first 150 #Youtube Subscribers!!! ??
Smash that link and RT to show me you love me.… https://t.co/bT0WPIVBE5";21.0;en;London, England;Camden Town, London, United Kingdom
